uid:a58cce7af4ad6855fea778b3;name:靠山居艺墅7幢;address:北京市房山区靠山居艺墅7幢;lat:39.808992;lng:116.219868
uid:9b29675cb2f8da375a3ac85e;name:海关西园18号楼;address:北京市平谷区;lat:40.144063;lng:117.094924
uid:fe95309e2dd50b110e3ddaa0;name:海关西园14号楼;address:北京市平谷区海关西园14号楼;lat:40.143318;lng:117.096303
uid:8a4015a95f731e5109a8d44c;name:海关西园15号楼;address:北京市平谷区;lat:40.143695;lng:117.096289
uid:7422dcf49a4b0d8b28201a6d;name:林荫家园;address:平谷林荫南街916号;lat:40.141724;lng:117.109594
uid:e85e2527cdabfc5295f08c2f;name:金谷园房地产;address:北京市平谷区新开西路;lat:40.149283;lng:117.1049
uid:24d05508cedaa7ae12882408;name:金谷东园;address:紫贵庄园南面;lat:40.148897;lng:117.10775
uid:1cea15a931dc62b807fef5d0;name:金海小区;address:北京市平谷区金海小区17号楼4单元2号;lat:40.14382;lng:117.104707
uid:e96b44207792b75982288acd;name:金海大厦;address:府前西街32号;lat:40.145224;lng:117.105157
uid:8446dbff6a16ae59246e9866;name:海关西园甲1号楼;address:北京市平谷区X034;lat:40.143269;lng:117.101909
uid:1ad7ced3b8f282d182a12e61;name:金谷园9号楼;address:北京市平谷区新开西路;lat:40.148312;lng:117.104713
uid:7a2e7bee275a7f6899005096;name:金谷东园12号楼;address:北京市平谷区;lat:40.149461;lng:117.107419
uid:d63dd184b530de98c2f1cf79;name:金海小区12号楼;address:建设西街与西外环交叉口东北150米;lat:40.143492;lng:117.104235
uid:e335441415dc07a4f8221326;name:金海小区乙14号楼;address:北京市平谷区;lat:40.141941;lng:117.103536
uid:38e48037d0eca64a363a7180;name:信息大厦;address:北京市平谷区林荫北街13号;lat:40.147332;lng:117.111419
uid:dcbb2023cce41bad96ca0788;name:东方国际公寓;address:北京市平谷区府前西街22号;lat:40.145647;lng:117.110953
uid:dc0f0adc6b360821f82213cc;name:渔阳大厦;address:北京市平谷区府前西街28号;lat:40.14595;lng:117.117433
uid:ef1f4319545b31c3b34c49ea;name:公园壹号;address:北京市平谷区公园壹号底商18;lat:40.145735;lng:117.112914
uid:dfd57b6d737413a615764302;name:鼎基公寓;address:平谷区平谷镇文化南街东侧;lat:40.142272;lng:117.119099
uid:34059f97da7ffc2971455b21;name:中卫世纪城;address:北京市平谷区文化北街9号;lat:40.147553;lng:117.116933
uid:e56bf5e3681715390782c226;name:建设街居民北小区;address:建设街居民北小区45号楼1单元1号;lat:40.144962;lng:117.119125
uid:cd9d05ddf88bffb685420ecc;name:建设大厦;address:府前街31号;lat:40.146941;lng:117.11824
uid:a3189c077c26f8e571455bc2;name:金谷东园7号楼;address:北京市平谷区平谷镇新平西路金谷东园西一门;lat:40.148573;lng:117.110012
uid:82edc7f77b060dc82202629a;name:鼎基公寓2号楼;address:北京市平谷区文化南街;lat:40.142719;lng:117.118894
uid:fd13a3f2683a10fab1077dcc;name:都丽豪廷;address:平谷步行街南侧;lat:40.148191;lng:117.123169
uid:750368359a7338af5e0d02cc;name:建兰馨居;address:建设街18号;lat:40.142282;lng:117.126642
uid:920b828bb3adc6eca0acc4f6;name:平谷怡馨家园;address:文化北街;lat:40.149662;lng:117.120548
uid:d7a039b16086cefa4f6d46bb;name:南小区;address:建设街;lat:40.140573;lng:117.120706
uid:acda3bbd9c4877a7bbbd6369;name:幸福小区;address:北京市平谷区建设街285号;lat:40.145824;lng:117.123335
uid:eb367503fd8f496600ec0121;name:平谷二园;address:北京市平谷区幸福小区12号;lat:40.145318;lng:117.123712
uid:f50f8ca4cc8c20c45d17c379;name:向阳小区;address:北京市平谷区都丽豪廷东门;lat:40.147241;lng:117.124706
uid:01a2fb0bdaf69b4e601c67fd;name:南小区10号楼;address:北京市平谷区;lat:40.140431;lng:117.122053
uid:b0938d7aad26525e2b3a9fee;name:新开街小区;address:北京市平谷区新开街与向阳北街路口以东约50米路南;lat:40.148033;lng:117.127489
uid:2c5a127ee7435e621f38948a;name:建设街居民北小区10号楼;address:建设街与文化南街路口以东约50米路北;lat:40.144149;lng:117.120643
uid:b0d9e7f16edf50aba8175a34;name:平谷胜利小区;address:北京市平谷区旧城街南侧平谷第二中学西侧;lat:40.145378;lng:117.135675
uid:ac1db057b954a26ec51b7540;name:旧城东街6号楼;address:北京市平谷区;lat:40.145176;lng:117.138781
uid:8e2852be527aef840c0e6b3c;name:园田小区2号楼;address:园田南街东150米;lat:40.140084;lng:117.138091
uid:dbe921ae182ebc6bdbeced43;name:平谷胜利小区3号楼;address:北京市平谷区平谷镇园田街平谷胜利小区;lat:40.144995;lng:117.135542
uid:0ea7eb504affcc12d4851f83;name:安家胡同甲1号楼;address:北京市平谷区;lat:40.145782;lng:117.134356
uid:bf06490b5ffda23817b54b6f;name:红庙街1号楼;address:红庙街1号楼;lat:40.144835;lng:117.131255
uid:ffcc998158391e8c9f09f794;name:太平街村城隍庙胡同2号楼;address:北京市平谷区;lat:40.147259;lng:117.136385
uid:b5833949f9468cb97bf7960b;name:平谷区妇幼保健院办公楼;address:北京市平谷区南岔子街;lat:40.144122;lng:117.132304
uid:51bc9d38ab6554b452e5c59b;name:平谷胜利小区2号楼;address:南门街与旧城街交叉口西南100米;lat:40.14539;lng:117.135645
uid:f556195219fe26b3c27da2b0;name:南岔子街22号楼;address:北京市平谷区旧城街南岔子街小区;lat:40.14372;lng:117.132728
uid:af9243d19a49994b336212af;name:平谷区夏各庄镇龙家务村温馨家园;address:马贤路与龙家务中路交叉口西北50米;lat:40.145182;lng:117.166086
uid:675318a44359fd23d12dd658;name:踩河村东;address:北京市昌平区满白路;lat:40.151779;lng:116.259168
uid:e69a5efe909f602488f15dc4;name:新元科技园B座;address:北京市昌平区昌平路97号;lat:40.151095;lng:116.262683
uid:10163590bf207b932bb97cd8;name:新元科技园2号楼;address:北京市昌平区昌平路97号;lat:40.150011;lng:116.265009
uid:9df0ed218a0e8999f21937ec;name:北京外事研修学院学生公寓1号楼;address:北京市昌平区高教园中街中国矿业大学沙河校区;lat:40.159313;lng:116.267287
uid:3b5e06a180b952b77ab55cce;name:北京外事研修学院学生公寓2号楼;address:学子路附近;lat:40.159752;lng:116.268955
uid:276184feb761b71372455b30;name:五福家园;address:北京市昌平区沙河镇百沙路199号;lat:40.151444;lng:116.271836
uid:5caf3be02ce5d4f62dfaa7d6;name:兆丰家园;address:北京市昌平区百沙路近北京新飞达电子科技工业发展中心;lat:40.157437;lng:116.288523
uid:f5400516c492b581fa0cade2;name:兆丰家园西区;address:六环以内沙河镇南丰路;lat:40.157625;lng:116.285889
uid:fa67f9248d16cbd00c0e6b62;name:顺沙路19号院一区;address:北京市昌平区丰善西路;lat:40.151867;lng:116.283457
uid:d96956ec0f67524876e5b6a9;name:顺沙路19号院三区;address:北京市昌平区百沙路;lat:40.151365;lng:116.281753
uid:6d3f531503305a726140a9a4;name:顺沙路8号院3区;address:北京市昌平区X032;lat:40.150445;lng:116.288704
uid:564037330a87487533870a4b;name:家合地产;address:昌平区兆丰家园6号楼底商;lat:40.156313;lng:116.287857
uid:be67dd740bf7c72157bfff60;name:祥瑞家园地产;address:北京昌平区北沙河中路兆丰家园五号楼底商11号祥瑞家园地产;lat:40.155836;lng:116.285499
uid:1a2e89d55b1d3deef7b91691;name:青年创业大厦;address:北京市昌平区百沙路200号;lat:40.156011;lng:116.298153
uid:60e64e9a41a33d751b11d5d6;name:兆丰家园东区;address:北京市昌平区;lat:40.157186;lng:116.291088
uid:063b48486b9c628c01294f66;name:青年创业公寓;address:高教园南三街东150米;lat:40.159723;lng:116.296397
uid:8b1935c750ecbd8c6d3e1baf;name:顺沙路8号院一区;address:北京市昌平区超前街9号;lat:40.152619;lng:116.294738
uid:865e737440c0d5d4f423108c;name:北优;address:北京市昌平区沙河镇松兰堡南丰路青年创业公寓西门;lat:40.159843;lng:116.297442
uid:62372f1c0f752ea0f8f0cb75;name:顺沙路8号院一区4号楼;address:顺沙路8号院一区4号楼;lat:40.152462;lng:116.294247
uid:8be859d0844a8967b7265570;name:兆丰家园东区10号楼;address:兆丰家园10;lat:40.157151;lng:116.290387
uid:8aca5b24d5fd20c57bdbd280;name:顺沙路8号院三区1号楼;address:北京市昌平区沙河丰善东路巩华家园东一村;lat:40.151988;lng:116.290077
uid:dae1c486981676bc88b988d0;name:北京科技经营管理学院学生公寓21号楼;address:北京市昌平区;lat:40.150289;lng:116.294947
uid:809806a83a9962491188244a;name:顺沙路8号院二区6号楼;address:顺沙路8号院二区6号楼;lat:40.151016;lng:116.292438
uid:cd3b9b492ef41b57f03cba2b;name:绿城雅居;address:南一村6条2号;lat:40.158607;lng:116.309934
uid:4ad6ebb346d5637d3f9a5e6d;name:翠湖新城;address:北京市昌平区于新庄路11号;lat:40.155231;lng:116.3086
uid:43ff889b0950a4d53ce2310e;name:于辛家园;address:北京市昌平区于辛家园1号楼5单元103;lat:40.151361;lng:116.302277
uid:699b55124bdd701fe507383b;name:翠明新城;address:北京市昌平区翠明新城1号楼;lat:40.155563;lng:116.309657
uid:61f0d42740174439081cc789;name:立鑫苑;address:北京市昌平区于新庄路;lat:40.153994;lng:116.303793
uid:c006272b6b3dc2a08505bfce;name:兰堡公寓;address:百沙路与032县道交叉口东50米;lat:40.157928;lng:116.303263
uid:7adb46a3c066ff68d42ce27a;name:宏枫攀达职工公寓;address:北京市昌平区于新庄路88号;lat:40.156794;lng:116.306319
uid:578ee2c67ed8e662902ca30c;name:于辛新村;address:北京市昌平区于新庄路;lat:40.155024;lng:116.307865
uid:ec99515c6ff4f59d2fb96d74;name:晴天家园;address:北京市昌平区于辛家园12号楼;lat:40.150383;lng:116.304719
uid:a106ffdd3271fa1608ccdde7;name:鹏渤印象城牛津花园;address:昌平区涿豆公路;lat:40.157323;lng:116.306258
uid:b33fdf6c1cd9cb56f32d83e2;name:翠湖湾;address:辛丽屯小区;lat:40.155943;lng:116.311097
uid:0dea03975f28ed234f3a59e4;name:辛力屯;address:北京市昌平区辛力屯新村北区;lat:40.157966;lng:116.310486
uid:a727281397e5b00932f71d67;name:北京顺吉通物业管理有限公司;address:尚上路附近;lat:40.158647;lng:116.316172
uid:e1f03562025d83d628fc48c2;name:绿城阳光;address:北京市昌平区秦上路;lat:40.15748;lng:116.321306
uid:d923e7e399dfa77c3fe231de;name:上东新居;address:尚上路附近;lat:40.154898;lng:116.323172
uid:c18fbcc00b67c92d57bfff98;name:绿城雅苑;address:北京市昌平区秦上路;lat:40.153794;lng:116.325712
uid:9cc64947ecc3d9e62ce67b4d;name:书香名邸;address:北京昌平区沙河大学城以东1500米;lat:40.159895;lng:116.322606
uid:24b41d4924144c4308f5eb13;name:绿城阳光3号楼;address:北京市昌平区秦上路;lat:40.156837;lng:116.321461
uid:a72115fc83863c0ae81e9734;name:大学城Ⅱ号;address:尚上路附近;lat:40.15497;lng:116.323215
uid:24443641ddd402f71029358a;name:物业管理处;address:北京市昌平区;lat:40.154896;lng:116.323166
uid:d9f35b9ca24df5f695ca07b3;name:地安君泰地产;address:尚上路东50米;lat:40.155033;lng:116.322845
uid:a8d5ef96c66ec8f8abf0cdd7;name:红栌庄园（讲礼新村西侧200米）;address:小汤山镇讲礼村西16号;lat:40.153117;lng:116.386599
uid:0709816a96ec5b1846e274ee;name:智汇·润池讲礼新村14号楼;address:北京市昌平区汤尚路339号;lat:40.158055;lng:116.389918
uid:446969fa1f028481b6f42f27;name:红栌温泉山庄A座;address:北京市昌平区讲礼村16号;lat:40.152001;lng:116.386902
uid:05e84160e13c21053a13fdf9;name:红栌温泉山庄B座;address:小汤山镇讲礼村西16号;lat:40.151835;lng:116.387787
uid:b1c556e8c2c68e0cb4265564;name:智汇润池讲礼新村;address:小汤山镇汤尚路339号;lat:40.158923;lng:116.391088
uid:cd64294563bf4be1471a32ea;name:华美保温仓库;address:小汤山镇讲礼村宏家福市场东门;lat:40.159432;lng:116.396447
uid:e8992bc09d4342cee9f85329;name:泽福商厦;address:北京市昌平区秦上路;lat:40.155795;lng:116.393955
uid:76c0f15ebb3bab65081cc751;name:长河花园;address:北七家立汤路7号院;lat:40.154511;lng:116.416102
uid:00f1c7fb23c1311fc056ac65;name:长河玉墅;address:昌平区小汤山镇南侧立汤路与温榆河交汇口的西南侧;lat:40.157039;lng:116.417339
uid:b286fce89a9b1e9d15764323;name:北京太阳城国际老年公寓;address:北京市昌平区小汤山镇立汤路马坊桥东;lat:40.156455;lng:116.424607
uid:7d807df543bc847da8175ae7;name:远洋傲北巴摩梭罗;address:北京市昌平区立汤路36号;lat:40.15038;lng:116.420919
uid:20124b3ee85d24dfd92f2819;name:北京太阳城三期;address:昌平区小汤山镇马坊桥东;lat:40.156757;lng:116.428859
uid:b292b3aa9a9b5f28be4842d4;name:帝阳公寓;address:立汤路30号院57;lat:40.155013;lng:116.425828
uid:9898af36be423eb758f6be0b;name:银龄公寓;address:昌平区立汤路30号;lat:40.157296;lng:116.423444
uid:d92c1992595022ffb04c49df;name:北京太阳城53号楼;address:北京市昌平区北京太阳城53号楼;lat:40.155571;lng:116.420579
uid:fd0ba84307370a931b11d5b3;name:北京太阳城6号楼;address:北京市昌平区;lat:40.157363;lng:116.424338
uid:e9f56526c5434ca01ef74d32;name:北京太阳城9号楼;address:北京市昌平区;lat:40.157752;lng:116.424482
uid:c403023706c75e6588db7391;name:北京太阳城8号楼;address:北京市昌平区北七家马坊爱博路北京太阳城;lat:40.157681;lng:116.42277
uid:e7f5bfac3996769bc61e51ce;name:北京太阳城4号楼;address:北京市昌平区北七家马坊爱博路北京太阳城;lat:40.157015;lng:116.424366
uid:ae047b21e3f6f10186420e16;name:北京师范大学亚太实验学校4号楼;address:北京市昌平区商校路北京师范大学亚太实验学校;lat:40.155965;lng:116.437653
uid:397de6de75cd35fe0bf5ebc8;name:北京师范大学亚太实验学校1号楼;address:北京市昌平区商校路北京师范大学亚太实验学校;lat:40.154877;lng:116.437393
uid:5bfe8d95ffac820914c8f6e7;name:北京师范大学亚太实验学校6号楼;address:北京市昌平区商校路北京师范大学亚太实验学校;lat:40.154261;lng:116.43722
uid:01240a5d5613aadbacee7a1d;name:北京师范大学亚太实验学校2号楼;address:北京市昌平区商校路北京师范大学亚太实验学校;lat:40.155222;lng:116.43747
uid:9d28b73986af3fca45e27468;name:北京师范大学亚太实验学校3号楼;address:北京市昌平区商校路北京师范大学亚太实验学校;lat:40.155619;lng:116.437585
uid:c7fbbba428e44c35f4eafcfa;name:北京师范大学亚太实验学校食堂5号楼;address:商校路东200米;lat:40.154883;lng:116.436667
uid:ef61f9f6c9aa9914223bf20a;name:土沟新村;address:昌平区小汤山镇土沟新村昌平第三实验小学;lat:40.159657;lng:116.464039
uid:37d60a46edc1141e1e1d11cd;name:万万树;address:北京市顺义区高丽营镇北六环火寺路出口西300米;lat:40.156343;lng:116.548728
uid:4edf9fbff1d21094cd06a481;name:北京东君房地产开发有限公司;address:高丽营镇moma万万树;lat:40.154641;lng:116.544937
uid:f75a355cc3f7c696f5c59cd5;name:T3空间;address:高丽营镇火寺路与顺沙路西北角六环路火寺路出口向北100米;lat:40.152936;lng:116.558724
uid:1ef34ba0b46ed2d2882fb545;name:东君府;address:北京市顺义区北六环火寺路出口西300米;lat:40.159965;lng:116.551923
uid:7010ece4de93a1503586f478;name:高丽营镇房地产开发有限公司;address:拓新区45;lat:40.154845;lng:116.559328
uid:10d70f8a11b45d9b0782c2f8;name:竹箫斋;address:新村路18号;lat:40.159477;lng:116.627803
uid:6bad1c7eac61ddee9c09f7a3;name:华顺苑;address:北环路附近;lat:40.155783;lng:116.646959
uid:349b964db411444fb4f42fe5;name:北兴小区28号楼;address:北京市顺义区双兴北区28号楼;lat:40.150171;lng:116.65997
uid:6113ef77a6177e148f772788;name:枫桥别墅;address:北京市顺义区马坡华中路与右堤路交叉口西北;lat:40.158926;lng:116.668395
uid:ec4e5589544926d6d7851f06;name:北兴小区29号楼;address:北京市顺义区双兴北区29号楼;lat:40.150405;lng:116.661028
uid:93d59b69eb2d4db00d3dda22;name:北兴小区30号楼;address:北京市顺义区双兴北区30号楼;lat:40.150031;lng:116.661058
uid:101bc61b131ac4ddc52ba1bc;name:华中园别墅;address:滨河路向阳村段8号乡村高尔夫球场西南;lat:40.158718;lng:116.678508
uid:aa592f4231f4353304026fa7;name:华中园1号楼;address:马坡镇华中园1号楼;lat:40.1576;lng:116.676934
uid:8d48a501cc9e5c6cbfa82260;name:华中园8号楼;address:马坡镇华中园8号楼;lat:40.157666;lng:116.677789
uid:2d6813eeb076ce0909b93ab4;name:华中园60号楼;address:北京市顺义区右堤路华润·八号院;lat:40.159446;lng:116.678013
uid:8c58ea7107d1e4d3b05c6a63;name:华中园9号楼;address:马坡镇华中园9号楼;lat:40.157424;lng:116.677827
uid:83155713835854c95d0d024a;name:华中园57号楼;address:北京市顺义区右堤路华润·八号院华中园·新内阁;lat:40.159182;lng:116.678215
uid:9551c9e0416624c0b020a852;name:华中园19号楼;address:北京市顺义区;lat:40.157591;lng:116.678988
uid:8e5e8a3172ec7cfa75e5b603;name:华中园32号楼;address:北京市顺义区右堤路华润·八号院华中园·新内阁;lat:40.159019;lng:116.678667
uid:eec9d5a9b4a541056d20b945;name:华中园10号楼;address:北京市顺义区右堤路华润·八号院;lat:40.157632;lng:116.67803
uid:7090570a0ac6febc86420e68;name:华中园43号楼;address:北京市顺义区右堤路华润·八号院;lat:40.158555;lng:116.677721
uid:04b79ab9fdd74ff141d63e4a;name:华中园73号楼;address:北京市顺义区;lat:40.159734;lng:116.68
uid:ba83d24a0fdf999eb5147f2c;name:北京花语间别墅;address:北京顺义区后沙峪镇罗马湖国际艺术园区;lat:40.154942;lng:116.726752
uid:5558058a8c131801c9291503;name:三街仙泽园;address:杨镇顺平路北侧150米;lat:40.156538;lng:116.822865
uid:ab854f58a7732af81b94c65d;name:仙泽园小区13号楼;address:北京市顺义区杨镇镇老庄户仙泽园小区13号楼;lat:40.15702;lng:116.823266
uid:ee950cbb75b12038acee7a18;name:仙泽园小区12号楼;address:杨镇镇老庄户仙泽园小区12号楼;lat:40.157389;lng:116.823185
uid:d011bac26cfa94c825d2bb06;name:仙泽园小区19号楼;address:二中路附近;lat:40.156876;lng:116.822349
uid:e02ee223c3afb2e7940319d6;name:仙泽园小区20号楼;address:二中路附近;lat:40.157256;lng:116.822341
uid:58545074fca3f0178bf15d12;name:仙泽园小区21号楼;address:二中路附近;lat:40.157631;lng:116.82225
uid:3431f26d9fd21c769d82ea29;name:双阳南区37号楼;address:杨镇一街北京市顺义区第二医院附近;lat:40.159555;lng:116.844654
uid:367040367ae33ae33be4a6ee;name:双阳南区24号楼;address:环镇东路杨镇派出所附近;lat:40.159677;lng:116.840388
uid:e1779d408a3a937902294fd9;name:双阳南区25号楼;address:杨镇双阳住宅小区附近;lat:40.159598;lng:116.84107
uid:dad7a66e364c10e92c473389;name:双阳南区28号楼;address:杨镇一街北京市顺义区第二医院附近;lat:40.159511;lng:116.844088
uid:eaae02c0a30408c65c0d0241;name:双阳南区26号楼;address:环镇东路附近;lat:40.159401;lng:116.840442
uid:5948009a8f70a3598b2fb541;name:双阳南区36号楼;address:杨镇一街北京市顺义区第二医院附近;lat:40.159945;lng:116.844636
uid:36ac398872bec9a5badf8f0b;name:双阳南区29号楼;address:杨镇一街北京市顺义区第二医院附近;lat:40.159901;lng:116.843981
uid:4bb049d912109547980050b8;name:杨镇房地产开发有限责任公司;address:双阳南区26;lat:40.159274;lng:116.840517
uid:8d615aa49232f0e7d7851f00;name:金紫燕房产;address:双阳南区18;lat:40.15988;lng:116.840268
uid:47e627b047415f5c74026989;name:东方雨虹职工宿舍楼;address:顺平路东方雨虹职工宿舍楼南门附近;lat:40.159629;lng:116.892688
uid:336fcc18e4d44647c8213dc9;name:浅山香邑;address:张镇张孙路;lat:40.155184;lng:116.945351
uid:0dc3d82d4b8eb06c74e5b688;name:永强家园;address:顺义区张镇公园街2号;lat:40.153569;lng:116.949031
uid:900e48fe1342fd722902e194;name:浅香北街16号院6号楼;address:北京市顺义区公园街;lat:40.153591;lng:116.947145
uid:82e4780c9a7af65308ccdd30;name:永强家园12号楼;address:张镇莲花苑附近;lat:40.152674;lng:116.948642
uid:df4820164cc4efe1626858fc;name:永强家园3号楼;address:张镇公园街2号;lat:40.154218;lng:116.949442
uid:efd85fdc61854cd7246e98f4;name:永强家园7号楼;address:张镇镇永强家园7号楼;lat:40.153411;lng:116.949442
uid:07a54ca9bb75357e14b54b6e;name:永强家园1号楼;address:张镇公园街2号;lat:40.154576;lng:116.949442
uid:ab2b7dd6a6abaec7ce04efbd;name:永强家园10号楼;address:永强家园北门附近;lat:40.153022;lng:116.948688
uid:702c8a2ad6165f3b02897284;name:永强家园9号楼;address:张镇莲花苑附近;lat:40.153022;lng:116.949415
uid:f3ef0bc7f1d86477c36c14a0;name:永强家园4号楼;address:张镇公园街2号;lat:40.154211;lng:116.94867
uid:216104cce6f8c75adbeced44;name:三福庄村顺福街11号楼;address:北京市平谷区;lat:40.15177;lng:117.052201
uid:67971f7cbb374f8615764333;name:迎宾花园30号楼;address:北京市平谷区;lat:40.150987;lng:117.099354
uid:e4e1389c43af8fa597ec8410;name:万德福广场;address:北京市平谷区迎宾环岛西北角新城02街区;lat:40.155057;lng:117.100642
uid:46e86fdd24318012d13ce3d3;name:紫贵庄园;address:新平北路南侧;lat:40.15061;lng:117.107948
uid:fc767524185286f94f776e80;name:永安家园;address:新平西路63号;lat:40.158271;lng:117.10855
uid:25ec69fc7c0e3b00c26c14ce;name:迎宾花园;address:北京市平谷区迎宾花园3号楼11号;lat:40.150134;lng:117.100325
uid:e4284632e747d7eaf503b8f2;name:金谷御景;address:平谷迎宾环岛,世纪广场边;lat:40.150501;lng:117.103661
uid:ecf2fb11d6e17a25c72ba14f;name:金乡居民西小区55号楼;address:北京市平谷区平谷镇北环路金乡居民西小区;lat:40.15588;lng:117.109003
uid:5a092d85a41c400f3310afdd;name:金乡居民西小区56号楼;address:北京市平谷区;lat:40.155806;lng:117.10686
uid:aaefcc2a7e51e97ba31de9df;name:永乐家园;address:平谷南街西口东南200米;lat:40.158603;lng:117.109061
uid:58545f4daadcc03ba104646c;name:金乡居民西小区54号楼;address:北京市平谷区平谷镇顺平路金乡居民西小区;lat:40.155478;lng:117.109019
uid:0462bf4e2b2c0f455d17c332;name:金乡居民西小区53号楼;address:北二环与贾各庄东路交叉口南100米;lat:40.155908;lng:117.10995
uid:79cceb360ed7ad891e5800cc;name:金乡嘉园;address:平谷区嘉园小区西门南侧;lat:40.152911;lng:117.119135
uid:e3a7fd13d426db5228b97ccc;name:海泰家园;address:北京市平谷区新平北路;lat:40.15308;lng:117.116578
uid:aa40108b30c49c14c4effbb6;name:金乡居民西小区;address:金乡西小区;lat:40.155707;lng:117.111579
uid:7dad2d82dc719e9503ff2dd6;name:乐园西小区60号楼;address:北京市平谷区;lat:40.157663;lng:117.118212
uid:8cedf1b19197f7f749fc8db7;name:盈谷中心;address:平谷区平谷镇文化北街3号肯德基旁边;lat:40.151353;lng:117.117089
uid:c1cbce49576cf074d5b74e25;name:金乡居民西小区25号楼;address:北京市平谷区平谷镇北环路金乡居民西小区;lat:40.153985;lng:117.115295
uid:5370aeb75b741fd9601c6743;name:金乡居民西小区50号楼;address:北二环与贾各庄东路交叉口东南150米;lat:40.155525;lng:117.110849
uid:289b4c5d980e4a0f08ccddf7;name:乐园西小区44号楼;address:北京市平谷区兴谷平程路乐园西小区;lat:40.159856;lng:117.119994
uid:99092964b55316da4151c016;name:金乡嘉园10号楼;address:北京市平谷区平程路;lat:40.152436;lng:117.119974
uid:d085cc191bc212862cfaa759;name:金乡居民西小区29号楼;address:北京市平谷区;lat:40.155827;lng:117.115259
uid:24d05508917fc2ae138824ad;name:乐园西小区;address:北京市谷丰路与平谷南街交叉口东南角;lat:40.158416;lng:117.12145
uid:4cf8d24e3a3fc5e49cf779cc;name:承平园;address:平谷区平谷镇新平北路;lat:40.151105;lng:117.121162
uid:3c0ea7c593e998e0faf0cb97;name:乐园东小区;address:大牌楼西北;lat:40.158465;lng:117.127165
uid:ab126cdc9070d4c40782c28e;name:光明西小区;address:北二环与太平街路交叉口东南150米;lat:40.1558;lng:117.123802
uid:fda5a37ace42ed3ff90cadc0;name:渔阳公馆;address:北京市平谷区向阳北街3号楼;lat:40.151707;lng:117.125027
uid:5937d900a394ef2bcf06a44d;name:乐园西18号院;address:乐园西小区18号院;lat:40.159941;lng:117.122807
uid:881a28e759c9523af842b2a4;name:渔阳花园;address:新平北路36号;lat:40.150499;lng:117.124363
uid:5da8d47162b8a7c6d8eced14;name:粮食局家属楼;address:北京市平谷区新平北路30号院;lat:40.150201;lng:117.127679
uid:16edfb4734bbf64179b55c6b;name:乐园西小区37号楼;address:北京市平谷区;lat:40.157846;lng:117.120225
uid:725dfa400e0d0d667dc87665;name:乐园西小区29号楼;address:平谷南街北150米;lat:40.159107;lng:117.121375
uid:5d5b2898d67edc536240a9ae;name:平翔东园;address:平谷南大街与平翔路路口以东约100米路南;lat:40.158748;lng:117.130975
uid:c7eca12b9eb2934be115f9ef;name:太和园;address:北京市平谷区新平北路5号院6号楼;lat:40.154971;lng:117.135825
uid:f92190916a6f54190c0a70ae;name:太和园8号楼;address:新平北路9号;lat:40.156159;lng:117.13576
uid:88a312754ddead78cac3dba0;name:太和园3号楼;address:新平北路9号;lat:40.154728;lng:117.137174
uid:1e5e6f73fec673980bccdde7;name:太和园甲6号楼;address:北京市平谷区平谷镇太和园甲6号;lat:40.155764;lng:117.137896
uid:8c09a9b616cc3cc7ad31e5f5;name:太和园甲7号楼;address:北京市平谷区平谷镇太和园7号;lat:40.156138;lng:117.136715
uid:7419deed5d73fcdeb320a89b;name:太和园甲5号楼;address:北京市平谷区平谷镇太和园甲5号;lat:40.155416;lng:117.137909
uid:bb3d024a5ddd08490d3dda5c;name:太和园9号楼;address:北京市平谷区;lat:40.154396;lng:117.136797
uid:1b0ec7784eca929fd2f49ed0;name:太和园16号楼;address:北京市平谷区;lat:40.154137;lng:117.135486
uid:1126d490c2cf37934c3a59b0;name:新平北路5号院;address:新平北路7附近;lat:40.153299;lng:117.136442
uid:26a921e21f19e88fe3110337;name:太和东园;address:新平北路2号;lat:40.156397;lng:117.142044
uid:131b41cbafafa26d02294f53;name:锦绣花园;address:二环路;lat:40.156128;lng:117.140725
uid:816ba9a57b56d4a938221ca6;name:太和东园4号楼;address:北京市平谷区平蓟路;lat:40.15622;lng:117.142855
uid:72ed1fc7c32f5a9d26e0a0e1;name:太和东园13号楼;address:北京市平谷区;lat:40.154632;lng:117.140305
uid:75a457c34679620e6018095e;name:太和东园11号楼;address:北京市平谷区;lat:40.154128;lng:117.141889
uid:68f589d54d78691ef6c59cee;name:太和东园7号楼;address:北京市平谷区平蓟路;lat:40.155619;lng:117.142523
uid:2d1d6115f3622a7bd33ce359;name:太和东园10号楼;address:北京市平谷区平蓟路;lat:40.156541;lng:117.141944
uid:6eacdc14e18f8a35c356ac48;name:太和东园12号楼;address:北京市平谷区平谷镇下纸寨路锦绣花园;lat:40.154321;lng:117.140396
uid:16a52a9538cbb148ca1b957a;name:太和东园2号楼;address:北京市平谷区平蓟路;lat:40.156838;lng:117.142383
uid:df148f019c94bc9fa80dd821;name:锦绣花园3号楼;address:北京市平谷区;lat:40.155282;lng:117.140969
uid:b0e8c915356f27643686f4c0;name:华服高新物业管理有限责任公司;address:西沙桥附近;lat:40.169588;lng:116.247524
uid:3a32622b028fab3d6849f387;name:龙湖艳澜新宸;address:能源东街和能源南街交叉口;lat:40.161725;lng:116.255562
uid:3fd4f48a5590c3d9cb213d3f;name:北街家园六区;address:北京市昌平区北沙河西三路;lat:40.16501;lng:116.265505
